,videoID,channelID,elapsedVideoTimeRatio,relativeRetentionPerformance
87,FYwwX2gZSR8,UC0Ize0RLIbGdH5x4wI45G-A,0.88,0.28995000000000004
88,FYwwX2gZSR8,UC0Ize0RLIbGdH5x4wI45G-A,0.89,0.28959999999999997
89,FYwwX2gZSR8,UC0Ize0RLIbGdH5x4wI45G-A,0.9,0.2959
90,FYwwX2gZSR8,UC0Ize0RLIbGdH5x4wI45G-A,0.91,0.30495
91,FYwwX2gZSR8,UC0Ize0RLIbGdH5x4wI45G-A,0.92,0.312
92,FYwwX2gZSR8,UC0Ize0RLIbGdH5x4wI45G-A,0.93,0.3163
93,FYwwX2gZSR8,UC0Ize0RLIbGdH5x4wI45G-A,0.94,0.31975
94,FYwwX2gZSR8,UC0Ize0RLIbGdH5x4wI45G-A,0.95,0.32255
95,FYwwX2gZSR8,UC0Ize0RLIbGdH5x4wI45G-A,0.96,0.32115
96,FYwwX2gZSR8,UC0Ize0RLIbGdH5x4wI45G-A,0.97,0.31184999999999996
97,FYwwX2gZSR8,UC0Ize0RLIbGdH5x4wI45G-A,0.98,0.2962
98,FYwwX2gZSR8,UC0Ize0RLIbGdH5x4wI45G-A,0.99,0.28090000000000004
99,FYwwX2gZSR8,UC0Ize0RLIbGdH5x4wI45G-A,1.0,0.2718
0,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.01,0.52545
1,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.02,0.5311
2,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.03,0.5159
3,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.04,0.4924
4,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.05,0.4798
5,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.06,0.4784
6,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.07,0.4809
7,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.08,0.4829
8,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.09,0.4835
9,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.1,0.4834
10,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.11,0.4839
11,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.12,0.48605
12,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.13,0.49075
13,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.14,0.4979
14,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.15,0.50625
15,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.16,0.5131
16,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.17,0.51455
17,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.18,0.50915
18,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.19,0.50055
19,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.2,0.49405
20,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.21,0.4918
21,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.22,0.4916
22,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.23,0.48915
23,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.24,0.48305
24,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.25,0.47635
25,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.26,0.4732
26,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.27,0.47365
27,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.28,0.47275
28,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.29,0.46665
29,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.3,0.4591
30,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.31,0.45955
31,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.32,0.4716
32,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.33,0.4871
33,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.34,0.494
34,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.35,0.4871
35,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.36,0.46885
36,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.37,0.44645
37,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.38,0.42665
38,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.39,0.4121
39,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.4,0.40225
40,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.41,0.39644999999999997
41,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.42,0.39465
42,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.43,0.39705
43,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.44,0.40265
44,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.45,0.40900000000000003
45,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.46,0.41415
46,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.47,0.41910000000000003
47,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.48,0.4272
48,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.49,0.4409
49,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.5,0.45885
50,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.51,0.47565
51,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.52,0.4852
52,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.53,0.4867
53,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.54,0.4861
54,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.55,0.4905
55,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.56,0.50195
56,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.57,0.518
57,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.58,0.53365
58,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.59,0.5408
59,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.6,0.5336
60,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.61,0.51485
61,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.62,0.49475
62,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.63,0.48075
63,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.64,0.4723
64,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.65,0.4651
65,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.66,0.45705
66,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.67,0.44884999999999997
67,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.68,0.44275
68,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.69,0.441
69,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.7,0.44430000000000003
70,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.71,0.45185
71,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.72,0.4623
72,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.73,0.4744
73,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.74,0.4851
74,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.75,0.48875
75,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.76,0.48215
76,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.77,0.4677
77,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.78,0.449
78,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.79,0.4273
79,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.8,0.40249999999999997
80,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.81,0.37725
81,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.82,0.35585
82,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.83,0.34009999999999996
83,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.84,0.32889999999999997
84,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.85,0.31920000000000004
85,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.86,0.309
86,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.87,0.29885
87,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.88,0.2907
88,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.89,0.28600000000000003
89,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.9,0.28395000000000004
90,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.91,0.28235
91,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.92,0.27945
92,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.93,0.276
93,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.94,0.27554999999999996
94,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.95,0.27935
95,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.96,0.28300000000000003
96,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.97,0.2802
97,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.98,0.26805
98,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,0.99,0.25115
99,u1OM26w7loU,UC0Ize0RLIbGdH5x4wI45G-A,1.0,0.23809999999999998
0,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.01,0.4318
1,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.02,0.4764
2,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.03,0.5205
3,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.04,0.54755
4,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.05,0.55215
5,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.06,0.53545
6,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.07,0.50745
7,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.08,0.4787
8,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.09,0.4544
9,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.1,0.43485
10,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.11,0.41825
11,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.12,0.4028
12,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.13,0.3899
13,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.14,0.3837
14,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.15,0.3859
15,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.16,0.39289999999999997
16,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.17,0.3978
17,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.18,0.3961
18,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.19,0.38685
19,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.2,0.3721
20,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.21,0.35760000000000003
21,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.22,0.35045000000000004
22,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.23,0.35295
23,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.24,0.36095
24,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.25,0.36945
25,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.26,0.37585
26,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.27,0.3788
27,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.28,0.3785
28,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.29,0.37855
29,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.3,0.38365
30,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.31,0.3952
31,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.32,0.41125
32,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.33,0.42775
33,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.34,0.4389
34,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.35,0.44184999999999997
35,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.36,0.4404
36,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.37,0.4399
37,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.38,0.4415
38,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.39,0.4446
39,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.4,0.4504
40,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.41,0.4612
41,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.42,0.47885
42,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.43,0.505
43,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.44,0.53885
44,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.45,0.5716
45,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.46,0.58915
46,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.47,0.5851500000000001
47,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.48,0.56705
48,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.49,0.54675
49,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.5,0.5266
50,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.51,0.50265
51,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.52,0.47905
52,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.53,0.46735
53,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.54,0.4735
54,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.55,0.49395
55,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.56,0.5216
56,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.57,0.5511
57,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.58,0.57845
58,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.59,0.59915
59,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.6,0.60815
60,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.61,0.6043000000000001
61,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.62,0.59155
62,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.63,0.5744
63,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.64,0.55375
64,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.65,0.5312
65,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.66,0.51295
66,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.67,0.5048
67,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.68,0.5073
68,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.69,0.5174
69,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.7,0.53515
70,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.71,0.56165
71,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.72,0.592
72,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.73,0.6154
73,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.74,0.62425
74,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.75,0.62325
75,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.76,0.62925
76,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.77,0.6571
77,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.78,0.70175
78,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.79,0.73985
79,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.8,0.752
80,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.81,0.7339
81,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.82,0.69075
82,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.83,0.63425
83,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.84,0.58115
84,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.85,0.5434
85,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.86,0.52185
86,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.87,0.512
87,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.88,0.50785
88,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.89,0.5005
89,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.9,0.4803
90,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.91,0.44445
91,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.92,0.4021
92,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.93,0.36960000000000004
93,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.94,0.3585
94,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.95,0.36829999999999996
95,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.96,0.3871
96,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.97,0.39965
97,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.98,0.39855
98,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,0.99,0.3881
99,I9BVICBCdXY,UC0Ize0RLIbGdH5x4wI45G-A,1.0,0.3779
