,videoID,channelID,elapsedVideoTimeRatio,relativeRetentionPerformance
76,NU5bhEFUkAE,UC7rtqlDcwGBJlxltvTu3EUQ,0.77,0.33999999999999997
77,NU5bhEFUkAE,UC7rtqlDcwGBJlxltvTu3EUQ,0.78,0.30915
78,NU5bhEFUkAE,UC7rtqlDcwGBJlxltvTu3EUQ,0.79,0.27290000000000003
79,NU5bhEFUkAE,UC7rtqlDcwGBJlxltvTu3EUQ,0.8,0.24170000000000003
80,NU5bhEFUkAE,UC7rtqlDcwGBJlxltvTu3EUQ,0.81,0.2192
81,NU5bhEFUkAE,UC7rtqlDcwGBJlxltvTu3EUQ,0.82,0.20295000000000002
82,NU5bhEFUkAE,UC7rtqlDcwGBJlxltvTu3EUQ,0.83,0.18995
83,NU5bhEFUkAE,UC7rtqlDcwGBJlxltvTu3EUQ,0.84,0.17995
84,NU5bhEFUkAE,UC7rtqlDcwGBJlxltvTu3EUQ,0.85,0.17405000000000004
85,NU5bhEFUkAE,UC7rtqlDcwGBJlxltvTu3EUQ,0.86,0.17164999999999997
86,NU5bhEFUkAE,UC7rtqlDcwGBJlxltvTu3EUQ,0.87,0.1713
87,NU5bhEFUkAE,UC7rtqlDcwGBJlxltvTu3EUQ,0.88,0.17225000000000001
88,NU5bhEFUkAE,UC7rtqlDcwGBJlxltvTu3EUQ,0.89,0.17369999999999997
89,NU5bhEFUkAE,UC7rtqlDcwGBJlxltvTu3EUQ,0.9,0.17450000000000004
90,NU5bhEFUkAE,UC7rtqlDcwGBJlxltvTu3EUQ,0.91,0.1739
91,NU5bhEFUkAE,UC7rtqlDcwGBJlxltvTu3EUQ,0.92,0.17235
92,NU5bhEFUkAE,UC7rtqlDcwGBJlxltvTu3EUQ,0.93,0.1704
93,NU5bhEFUkAE,UC7rtqlDcwGBJlxltvTu3EUQ,0.94,0.16835
94,NU5bhEFUkAE,UC7rtqlDcwGBJlxltvTu3EUQ,0.95,0.16685
95,NU5bhEFUkAE,UC7rtqlDcwGBJlxltvTu3EUQ,0.96,0.1669
96,NU5bhEFUkAE,UC7rtqlDcwGBJlxltvTu3EUQ,0.97,0.16920000000000002
97,NU5bhEFUkAE,UC7rtqlDcwGBJlxltvTu3EUQ,0.98,0.17405000000000004
98,NU5bhEFUkAE,UC7rtqlDcwGBJlxltvTu3EUQ,0.99,0.181
99,NU5bhEFUkAE,UC7rtqlDcwGBJlxltvTu3EUQ,1.0,0.18725000000000003
0,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.01,0.40405
1,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.02,0.473
2,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.03,0.51365
3,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.04,0.52405
4,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.05,0.5308
5,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.06,0.5418499999999999
6,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.07,0.55665
7,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.08,0.5730500000000001
8,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.09,0.5903
9,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.1,0.6096
10,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.11,0.63075
11,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.12,0.65055
12,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.13,0.66535
13,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.14,0.67475
14,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.15,0.6804
15,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.16,0.6814
16,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.17,0.6747
17,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.18,0.66125
18,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.19,0.64735
19,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.2,0.6383
20,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.21,0.6343
21,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.22,0.633
22,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.23,0.63325
23,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.24,0.6352
24,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.25,0.6384
25,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.26,0.64035
26,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.27,0.6388
27,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.28,0.6347
28,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.29,0.6317
29,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.3,0.63125
30,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.31,0.6306
31,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.32,0.626
32,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.33,0.61715
33,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.34,0.60785
34,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.35,0.6019
35,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.36,0.59975
36,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.37,0.59765
37,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.38,0.5905
38,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.39,0.5759
39,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.4,0.5565
40,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.41,0.53805
41,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.42,0.5249
42,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.43,0.51815
43,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.44,0.517
44,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.45,0.51895
45,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.46,0.52015
46,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.47,0.5176
47,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.48,0.51115
48,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.49,0.5034
49,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.5,0.49735
50,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.51,0.4944
51,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.52,0.49415
52,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.53,0.49635
53,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.54,0.50215
54,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.55,0.51435
55,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.56,0.5343
56,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.57,0.5584
57,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.58,0.5788
58,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.59,0.588
59,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.6,0.58405
60,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.61,0.5709
61,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.62,0.5565
62,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.63,0.5458
63,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.64,0.53575
64,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.65,0.51875
65,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.66,0.49235
66,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.67,0.46015
67,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.68,0.4259
68,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.69,0.3905
69,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.7,0.35609999999999997
70,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.71,0.32655
71,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.72,0.3035
72,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.73,0.2852
73,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.74,0.26954999999999996
74,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.75,0.25605
75,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.76,0.24574999999999997
76,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.77,0.2388
77,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.78,0.23375
78,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.79,0.22870000000000001
79,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.8,0.2229
80,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.81,0.21655000000000002
81,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.82,0.2103
82,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.83,0.20445000000000002
83,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.84,0.19929999999999998
84,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.85,0.19545
85,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.86,0.1931
86,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.87,0.19140000000000001
87,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.88,0.18874999999999997
88,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.89,0.18455
89,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.9,0.18015000000000003
90,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.91,0.17725000000000002
91,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.92,0.17564999999999997
92,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.93,0.17435
93,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.94,0.17345
94,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.95,0.17435
95,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.96,0.17829999999999996
96,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.97,0.18464999999999998
97,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.98,0.1916
98,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,0.99,0.1982
99,mqvYzyWrttw,UC7rtqlDcwGBJlxltvTu3EUQ,1.0,0.20340000000000003
0,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.01,0.4031
1,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.02,0.4839
2,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.03,0.53975
3,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.04,0.56795
4,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.05,0.5922000000000001
5,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.06,0.6141
6,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.07,0.6309
7,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.08,0.64395
8,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.09,0.65445
9,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.1,0.66265
10,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.11,0.67285
11,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.12,0.6943
12,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.13,0.7313
13,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.14,0.7736000000000001
14,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.15,0.8026500000000001
15,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.16,0.80465
16,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.17,0.7764
17,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.18,0.7274
18,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.19,0.6764
19,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.2,0.63845
20,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.21,0.6162
21,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.22,0.6055
22,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.23,0.6023499999999999
23,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.24,0.6035
24,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.25,0.6064
25,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.26,0.6107
26,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.27,0.6192
27,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.28,0.6355
28,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.29,0.6581
29,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.3,0.67775
30,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.31,0.68485
31,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.32,0.6791
32,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.33,0.66795
33,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.34,0.65625
34,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.35,0.64205
35,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.36,0.62325
36,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.37,0.6032
37,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.38,0.58795
38,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.39,0.5781000000000001
39,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.4,0.5688
40,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.41,0.5563
41,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.42,0.54175
42,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.43,0.52825
43,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.44,0.517
44,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.45,0.5081
45,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.46,0.5022
46,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.47,0.4998
47,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.48,0.5008
48,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.49,0.5049
49,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.5,0.51055
50,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.51,0.5142
51,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.52,0.51325
52,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.53,0.50995
53,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.54,0.50825
54,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.55,0.5091
55,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.56,0.51015
56,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.57,0.50715
57,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.58,0.4979
58,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.59,0.4855
59,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.6,0.4761
60,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.61,0.47425
61,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.62,0.4817
62,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.63,0.49765
63,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.64,0.5162
64,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.65,0.52705
65,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.66,0.52415
66,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.67,0.51265
67,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.68,0.503
68,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.69,0.4977
69,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.7,0.4882
70,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.71,0.46695
71,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.72,0.4378
72,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.73,0.41154999999999997
73,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.74,0.39465
74,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.75,0.38525
75,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.76,0.3789
76,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.77,0.37370000000000003
77,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.78,0.37070000000000003
78,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.79,0.3712
79,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.8,0.37385
80,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.81,0.3765
81,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.82,0.3781
82,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.83,0.377
83,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.84,0.3689
84,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.85,0.34965
85,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.86,0.31915
86,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.87,0.28245
87,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.88,0.24745
88,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.89,0.22105000000000002
89,Zgu2gllqae8,UC7rtqlDcwGBJlxltvTu3EUQ,0.9,0.20645000000000002
